【优秀学生】罗淇文：做一流班长 建一流班级,https://mp.weixin.qq.com/s/nEKMaI8Ar0VVkwlYLpkolw,2021-08-16
成都锦城学院｜本科录取5230人，全部满足专业第一志愿，0退档，0调剂,https://mp.weixin.qq.com/s/wTIp_TnYtmAgO-nBSRYguQ,2021-08-16
录取分数再创新高 | 成都锦城学院在川专科录取开始,https://mp.weixin.qq.com/s/HS8jFWbqT9iOWxTQ6NxOVA,2021-08-16
【优秀学生】谢含煜 ：做自立自省的读书人,https://mp.weixin.qq.com/s/qPZmT5asvQ9z3MkbaoOQbQ,2021-08-15
【优秀学生】粟梓莛:成功，失败就好比一对孪生姐妹,https://mp.weixin.qq.com/s/i06AuWwZdEpJdUjACw3xhA,2021-08-14
锦城萌新剧透|来康康你们的辅导员是谁？,https://mp.weixin.qq.com/s/WxUrC6fpL0DbnSUkjasEwg,2021-08-14
“双冠”！成都锦城学院本科招生续写辉煌,https://mp.weixin.qq.com/s/OpWvQRcLjB1HucPVzSazgw,2021-08-13
【优秀学生】黄安琦: 博学笃行 止于至善,https://mp.weixin.qq.com/s/rx-7-kq-2ld6Mlv2Yy7juA,2021-08-13
超赞！锦城“黑科技”五强作品展示！,https://mp.weixin.qq.com/s/pGJv5LWYiALFf-QubBPjJg,2021-08-12
【优秀学生】罗瑞：志之所趋，无远弗届,https://mp.weixin.qq.com/s/HFuhiN2ajjJeBunN5B7DRQ,2021-08-12
【优秀学生】刘蕙阳：止于至善，一直在路上,https://mp.weixin.qq.com/s/uFl-mzZoTCC6sVR_Qgsplw,2021-08-11
【优秀学生】张锦瑞：直面挑战，积极参与,https://mp.weixin.qq.com/s/KGW4yfNnUXjVOFvchpkRFg,2021-08-10
从差异到融合：校企双方在提升大学生就业能力方面的转变,https://mp.weixin.qq.com/s/9I6gMNzRMTXWjuOmEwYfGA,2021-08-10
【优秀学生】赖逸琳：温暖与你不期而遇,https://mp.weixin.qq.com/s/CWOryUwQPG821kYMV1axcg,2021-08-09
锦城的萌新们是否收到期待已久的通知书呢？,https://mp.weixin.qq.com/s/7rNZe1Tq9oKhxNauLISeuw,2021-08-08
成都锦城学院2020-2021学年（春季学期） 高阶课堂督导报告,https://mp.weixin.qq.com/s/hmcFL4-vKfhlMRU3pSRirg,2021-08-08
【优秀学生】李昱：成长就是不断突破，做最好的自己,https://mp.weixin.qq.com/s/Xq4aOdN99x4UEWNG4SZ7SQ,2021-08-08
权威发布|我校2021年录取分数线（更新至8月7日）,https://mp.weixin.qq.com/s/Ghu_eHAKa3nzsU7nhg3aVg,2021-08-07
【优秀学生】颜子镒：努力做有多元视野的锦城人,https://mp.weixin.qq.com/s/HlBJnj2Ryr9sRoK10eFv7Q,2021-08-07
【优秀学生】张燕宗：征途漫漫，惟有奋斗,https://mp.weixin.qq.com/s/9Ro9_WTczCkbaZiPq3z56A,2021-08-06
用创新拥抱未来,https://mp.weixin.qq.com/s/XgNSjmlAt66tOGgKsjSdCA,2021-08-06
【优秀学生】刘泓杏：在热爱的锦城中不断成长,https://mp.weixin.qq.com/s/qKhtTS3YObintIi1OmW7qA,2021-08-05
【优秀学生】毛阳：一切始于热爱,https://mp.weixin.qq.com/s/EPStqiX_miyoBNxPhQ5DHw,2021-08-04
锦青“三下乡”回顾丨浦江的别样之“旅”！,https://mp.weixin.qq.com/s/y9FCKYbjoCRyUYnsHs7qhQ,2021-08-04
